ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2026-06-01 09:30:00.555576409-04:00,2026-06-01 13:30:00.555405763+00:00,10,2,38,A,A,1,309.7,69,128,170646,49879041,309.49,309.67,50,35,1,1,309.4,309.7,1,69,1,1,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.555577421-04:00,2026-06-01 13:30:00.555409482+00:00,10,2,38,A,A,1,309.7,66,128,167939,49879044,309.49,309.67,50,35,1,1,309.4,309.7,1,135,1,2,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.555611079-04:00,2026-06-01 13:30:00.555443935+00:00,10,2,38,A,A,1,309.7,100,128,167144,49879050,309.49,309.67,50,35,1,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.555848446-04:00,2026-06-01 13:30:00.555678168+00:00,10,2,38,A,B,0,309.49,40,128,170278,49879149,309.49,309.67,90,35,2,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.556270660-04:00,2026-06-01 13:30:00.556103562+00:00,10,2,38,A,B,0,309.49,40,128,167098,49879370,309.49,309.67,130,35,3,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.556437538-04:00,2026-06-01 13:30:00.556255727+00:00,10,2,38,T,A,0,309.49,18,0,181811,49879489,309.49,309.67,80,35,2,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.556437538-04:00,2026-06-01 13:30:00.556255727+00:00,10,2,38,C,B,0,309.49,18,128,181811,49879489,309.49,309.67,62,35,2,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,1059,300,33,1,AAPL
2026-06-01 09:30:00.559096655-04:00,2026-06-01 13:30:00.558929512+00:00,10,2,38,C,B,9,309.0,200,128,167143,49881509,309.49,309.67,62,35,2,1,309.4,309.7,1,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,AAPL
2026-06-01 09:30:00.559926341-04:00,2026-06-01 13:30:00.559757130+00:00,10,2,38,A,A,0,309.64,35,128,169211,49881828,309.49,309.64,62,35,2,1,309.4,309.67,1,35,1,1,309.32,309.7,1,235,1,3,309.31,309.71,1,4,1,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,AAPL
2026-06-01 09:30:00.559984660-04:00,2026-06-01 13:30:00.559815608+00:00,10,2,38,A,B,2,309.34,35,128,169052,49881843,309.49,309.64,62,35,2,1,309.4,309.67,1,35,1,1,309.34,309.7,35,235,1,3,309.32,309.71,1,4,1,1,309.31,309.76,1,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,AAPL
2026-06-01 09:30:00.560166982-04:00,2026-06-01 13:30:00.559999907+00:00,10,2,38,A,B,1,309.42,55,128,167075,49881912,309.49,309.64,62,35,2,1,309.42,309.67,55,35,1,1,309.4,309.7,1,235,1,3,309.34,309.71,35,4,1,1,309.32,309.76,1,20,1,1,309.31,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,AAPL
2026-06-01 09:30:00.560183592-04:00,2026-06-01 13:30:00.560014436+00:00,10,2,38,A,B,3,309.35,100,128,169156,49881920,309.49,309.64,62,35,2,1,309.42,309.67,55,35,1,1,309.4,309.7,1,235,1,3,309.35,309.71,100,4,1,1,309.34,309.76,35,20,1,1,309.32,309.88,1,2530,1,2,309.31,309.98,1,39,1,1,309.2,310.06,5,1300,3,1,309.15,310.1,50,7,1,2,309.07,310.17,1,30,1,1,AAPL
2026-06-01 09:30:00.560529096-04:00,2026-06-01 13:30:00.560361566+00:00,10,2,38,A,B,3,309.37,35,128,167530,49882068,309.49,309.64,62,35,2,1,309.42,309.67,55,35,1,1,309.4,309.7,1,235,1,3,309.37,309.71,35,4,1,1,309.35,309.76,100,20,1,1,309.34,309.88,35,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,AAPL
2026-06-01 09:30:00.561178754-04:00,2026-06-01 13:30:00.561010710+00:00,10,2,38,C,A,1,309.67,35,128,168044,49882243,309.49,309.64,62,35,2,1,309.42,309.7,55,235,1,3,309.4,309.71,1,4,1,1,309.37,309.76,35,20,1,1,309.35,309.88,100,2530,1,2,309.34,309.98,35,39,1,1,309.32,310.06,1,1300,1,1,309.31,310.1,1,7,1,2,309.2,310.17,5,30,3,1,309.15,310.19,50,300,1,1,AAPL
2026-06-01 09:30:00.561212076-04:00,2026-06-01 13:30:00.561039423+00:00,10,2,38,C,B,1,309.42,55,128,172653,49882248,309.49,309.64,62,35,2,1,309.4,309.7,1,235,1,3,309.37,309.71,35,4,1,1,309.35,309.76,100,20,1,1,309.34,309.88,35,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,AAPL
2026-06-01 09:30:00.569954936-04:00,2026-06-01 13:30:00.569782976+00:00,10,2,38,C,A,0,309.64,35,128,171960,49888956,309.49,309.7,62,235,2,3,309.4,309.71,1,4,1,1,309.37,309.76,35,20,1,1,309.35,309.88,100,2530,1,2,309.34,309.98,35,39,1,1,309.32,310.06,1,1300,1,1,309.31,310.1,1,7,1,2,309.2,310.17,5,30,3,1,309.15,310.19,50,300,1,1,309.07,310.2,1,101,1,2,AAPL
2026-06-01 09:30:00.570026465-04:00,2026-06-01 13:30:00.569844242+00:00,10,2,38,C,B,4,309.34,35,128,182223,49889062,309.49,309.7,62,235,2,3,309.4,309.71,1,4,1,1,309.37,309.76,35,20,1,1,309.35,309.88,100,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,101,1,2,AAPL
2026-06-01 09:30:00.570555503-04:00,2026-06-01 13:30:00.570373190+00:00,10,2,38,C,B,2,309.37,35,128,182313,49889686,309.49,309.7,62,235,2,3,309.4,309.71,1,4,1,1,309.35,309.76,100,20,1,1,309.32,309.88,1,2530,1,2,309.31,309.98,1,39,1,1,309.2,310.06,5,1300,3,1,309.15,310.1,50,7,1,2,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,101,1,2,AAPL
2026-06-01 09:30:00.570565337-04:00,2026-06-01 13:30:00.570392628+00:00,10,2,38,C,B,2,309.35,100,128,172709,49889702,309.49,309.7,62,235,2,3,309.4,309.71,1,4,1,1,309.32,309.76,1,20,1,1,309.31,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,101,32,2,AAPL
2026-06-01 09:30:00.571862968-04:00,2026-06-01 13:30:00.571683811+00:00,10,2,38,C,A,0,309.7,66,128,179157,49890889,309.49,309.7,62,169,2,2,309.4,309.71,1,4,1,1,309.32,309.76,1,20,1,1,309.31,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,101,32,2,AAPL
2026-06-01 09:30:00.571892985-04:00,2026-06-01 13:30:00.571721052+00:00,10,2,38,C,A,0,309.7,100,128,171933,49890922,309.49,309.7,62,69,2,1,309.4,309.71,1,4,1,1,309.32,309.76,1,20,1,1,309.31,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,101,32,2,AAPL
2026-06-01 09:30:00.571900116-04:00,2026-06-01 13:30:00.571726908+00:00,10,2,38,C,A,0,309.7,69,128,173208,49890934,309.49,309.71,62,4,2,1,309.4,309.76,1,20,1,1,309.32,309.88,1,2530,1,2,309.31,309.98,1,39,1,1,309.2,310.06,5,1300,3,1,309.15,310.1,50,7,1,2,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,101,1,2,309.0,310.22,859,40,32,1,AAPL
2026-06-01 09:30:00.574011878-04:00,2026-06-01 13:30:00.573844495+00:00,10,2,38,A,A,0,309.64,4,128,167383,49892408,309.49,309.64,62,4,2,1,309.4,309.71,1,4,1,1,309.32,309.76,1,20,1,1,309.31,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,101,32,2,AAPL
2026-06-01 09:30:00.606515749-04:00,2026-06-01 13:30:00.606330591+00:00,10,2,38,C,A,0,309.64,4,128,185158,49899573,309.49,309.71,62,4,2,1,309.4,309.76,1,20,1,1,309.32,309.88,1,2530,1,2,309.31,309.98,1,39,1,1,309.2,310.06,5,1300,3,1,309.15,310.1,50,7,1,2,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,101,1,2,309.0,310.24,859,1300,32,1,AAPL
2026-06-01 09:30:00.608540770-04:00,2026-06-01 13:30:00.608363419+00:00,10,2,38,C,A,0,309.71,4,128,177351,49901343,309.49,309.76,62,20,2,1,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,101,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,AAPL
2026-06-01 09:30:00.613559845-04:00,2026-06-01 13:30:00.613388934+00:00,10,2,38,T,N,0,309.51,1,128,170911,49904521,309.49,309.76,62,20,2,1,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,101,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,AAPL
2026-06-01 09:30:00.630723605-04:00,2026-06-01 13:30:00.630551330+00:00,10,2,38,A,A,0,309.76,4,128,172275,49918190,309.49,309.76,62,24,2,2,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,101,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,AAPL
2026-06-01 09:30:00.637384363-04:00,2026-06-01 13:30:00.637215275+00:00,10,2,38,A,B,9,309.0,100,128,169088,49922439,309.49,309.76,62,24,2,2,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,101,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,959,500,33,1,AAPL
2026-06-01 09:30:00.637727363-04:00,2026-06-01 13:30:00.637560460+00:00,10,2,38,C,A,7,310.2,100,128,166903,49922552,309.49,309.76,62,24,2,2,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.31,310.06,1,1300,1,1,309.2,310.1,5,7,3,2,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,1,1,1,309.03,310.24,200,1300,1,1,309.0,310.25,959,500,33,1,AAPL
2026-06-01 09:30:00.639989300-04:00,2026-06-01 13:30:00.639822154+00:00,10,2,38,C,B,3,309.31,1,128,167146,49924830,309.49,309.76,62,24,2,2,309.4,309.88,1,2530,1,2,309.32,309.98,1,39,1,1,309.2,310.06,5,1300,3,1,309.15,310.1,50,7,1,2,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,1,1,1,309.0,310.24,959,1300,33,1,308.99,310.25,30,500,1,1,AAPL
2026-06-01 09:30:00.642170814-04:00,2026-06-01 13:30:00.641996+00:00,10,2,38,C,B,2,309.32,1,128,174814,49926951,309.49,309.76,62,24,2,2,309.4,309.88,1,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,7,1,2,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,959,1,33,1,308.99,310.24,30,1300,1,1,308.96,310.25,120,500,3,1,AAPL
2026-06-01 09:30:00.644196405-04:00,2026-06-01 13:30:00.644029251+00:00,10,2,38,C,B,1,309.4,1,128,167154,49928487,309.49,309.76,62,24,2,2,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,1,1,1,308.96,310.24,120,1300,3,1,308.95,310.25,16,500,1,1,AAPL
2026-06-01 09:30:00.695710317-04:00,2026-06-01 13:30:00.695535707+00:00,10,2,38,T,N,0,309.54,11,128,174610,49957908,309.49,309.76,62,24,2,2,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,1,1,1,308.96,310.24,120,1300,3,1,308.95,310.25,16,500,1,1,AAPL
2026-06-01 09:30:00.730214472-04:00,2026-06-01 13:30:00.730043913+00:00,10,2,38,A,A,7,310.2,100,128,170559,49971238,309.49,309.76,62,24,2,2,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,308.95,310.25,16,500,1,1,AAPL
2026-06-01 09:30:00.781299272-04:00,2026-06-01 13:30:00.781128768+00:00,10,2,38,C,B,6,309.0,100,128,170504,50003050,309.49,309.76,62,24,2,2,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,308.95,310.25,16,500,1,1,AAPL
2026-06-01 09:30:00.781634288-04:00,2026-06-01 13:30:00.781467054+00:00,10,2,38,A,A,0,309.7,4,128,167234,50003127,309.49,309.7,62,4,2,1,309.2,309.76,5,24,3,2,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.782511825-04:00,2026-06-01 13:30:00.782344780+00:00,10,2,38,C,A,1,309.76,4,128,167045,50003297,309.49,309.7,62,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.823063576-04:00,2026-06-01 13:30:00.822896279+00:00,10,2,38,A,A,1,309.71,14,128,167297,50019648,309.49,309.7,62,4,2,1,309.2,309.71,5,14,3,1,309.15,309.76,50,20,1,1,309.07,309.88,1,2530,1,2,309.05,309.98,10,39,1,1,309.03,310.06,200,1300,1,1,309.0,310.1,859,7,32,2,308.99,310.17,30,30,1,1,308.96,310.19,120,300,3,1,308.95,310.2,16,101,1,2,AAPL
2026-06-01 09:30:00.832205317-04:00,2026-06-01 13:30:00.832036390+00:00,10,2,38,C,A,1,309.71,14,128,168927,50023792,309.49,309.7,62,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.852246033-04:00,2026-06-01 13:30:00.852076714+00:00,10,2,38,A,B,0,309.49,12,128,169319,50035336,309.49,309.7,74,4,3,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.853969990-04:00,2026-06-01 13:30:00.853801811+00:00,10,2,38,C,B,0,309.49,12,128,168179,50036105,309.49,309.7,62,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.854659632-04:00,2026-06-01 13:30:00.854491992+00:00,10,2,38,A,B,0,309.49,12,128,167640,50036438,309.49,309.7,74,4,3,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.875557946-04:00,2026-06-01 13:30:00.875304989+00:00,10,2,38,A,B,0,309.5,50,128,252957,50048542,309.5,309.7,50,4,1,1,309.49,309.76,74,20,3,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,AAPL
2026-06-01 09:30:00.875876662-04:00,2026-06-01 13:30:00.875703768+00:00,10,2,38,C,B,1,309.49,40,128,172894,50049077,309.5,309.7,50,4,1,1,309.49,309.76,34,20,2,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,AAPL
2026-06-01 09:30:00.876164393-04:00,2026-06-01 13:30:00.875992215+00:00,10,2,38,C,B,1,309.49,22,128,172178,50049382,309.5,309.7,50,4,1,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,AAPL
2026-06-01 09:30:00.876229746-04:00,2026-06-01 13:30:00.876061399+00:00,10,2,38,A,B,0,309.5,40,128,168347,50049436,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,120,1300,3,1,AAPL
2026-06-01 09:30:00.878685892-04:00,2026-06-01 13:30:00.878518506+00:00,10,2,38,C,B,9,308.96,40,128,167386,50051086,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,80,1300,2,1,AAPL
2026-06-01 09:30:00.879599791-04:00,2026-06-01 13:30:00.879430702+00:00,10,2,38,C,B,9,308.96,40,128,169089,50051595,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.96,310.24,40,1300,1,1,AAPL
2026-06-01 09:30:00.879651592-04:00,2026-06-01 13:30:00.879483527+00:00,10,2,38,C,B,9,308.96,40,128,168065,50051634,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.880086087-04:00,2026-06-01 13:30:00.879918968+00:00,10,2,38,A,B,9,308.97,40,128,167119,50051878,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.97,310.24,40,1300,1,1,AAPL
2026-06-01 09:30:00.881105902-04:00,2026-06-01 13:30:00.880934556+00:00,10,2,38,A,B,9,308.97,40,128,171346,50052337,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.97,310.24,80,1300,2,1,AAPL
2026-06-01 09:30:00.881705597-04:00,2026-06-01 13:30:00.881537375+00:00,10,2,38,A,B,9,308.97,40,128,168222,50052577,309.5,309.7,90,4,2,1,309.49,309.76,12,20,1,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,7,1,2,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.97,310.24,120,1300,3,1,AAPL
2026-06-01 09:30:00.982391329-04:00,2026-06-01 13:30:00.982221214+00:00,10,2,38,C,B,1,309.49,12,128,170115,50101869,309.5,309.7,90,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.97,310.2,120,101,3,2,308.95,310.24,16,1300,1,1,AAPL
2026-06-01 09:30:00.996166986-04:00,2026-06-01 13:30:00.995997383+00:00,10,2,38,A,A,9,310.22,40,128,169603,50113747,309.5,309.7,90,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,7,1,2,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.97,310.2,120,101,3,2,308.95,310.22,16,40,1,1,AAPL
2026-06-01 09:30:01.000805312-04:00,2026-06-01 13:30:01.000619957+00:00,10,2,38,C,A,5,310.1,2,128,185355,50116995,309.5,309.7,90,4,2,1,309.2,309.76,5,20,3,1,309.15,309.88,50,2530,1,2,309.07,309.98,1,39,1,1,309.05,310.06,10,1300,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.97,310.2,120,101,3,2,308.95,310.22,16,40,1,1,AAPL
2026-06-01 09:30:01.002503748-04:00,2026-06-01 13:30:01.002330259+00:00,10,2,38,A,B,0,309.55,19,128,173489,50119633,309.55,309.7,19,4,1,1,309.5,309.76,90,20,2,1,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,101,1,2,308.97,310.22,120,40,3,1,AAPL
